url,headline,date
https: thehill.com policy 4262646-us-vetoes-un-resolution-condemning-hamas-attacks-on-israel-violence-against-citizens ,"   US vetoes UN resolution condemning Hamas attacks on Israel, violence against citizens  ",2023-10-18
https: thehill.com opinion international 4260898-can-the-international-community-handle-war-in-israel ,   Can the international community handle war between Israel and Hamas?  ,2023-10-18
https: thehill.com policy technology 4262515-elizabeth-warren-roger-03shall-sean-casten-bipartisan-crypto-financing-hamas-attacks-israel ,   Bipartisan lawmakers demand answers on crypto’s role in financing Hamas attacks on Israel  ,2023-10-18
https: thehill.com homenews administration 4262227-biden-administration-sanctions-secret-hamas-investment ,   US targets ‘secret Hamas investment portfolio’ in new sanctions  ,2023-10-18
https: thehill.com opinion international 4261344-never-again-was-not-enough-to-save-my-family-from-hamas ,   ‘Never again’ was not enough to save my family from being taken by Hamas  ,2023-10-18
https: thehill.com policy defense 4262196-more-democrats-call-on-biden-administration-to-urge-israel-hamas-to-agree-to-ceasefire ,"   More Democrats call on Biden administration to urge Israel, Hamas to agree to cease-fire  ",2023-10-18
https: thehill.com opinion international 4260279-us-law-requires-biden-to-impose-sanctions-on-hamas-for-using-human-shields ,   US law requires Biden to impose sanctions on Hamas for using human shields  ,2023-10-18
https: thehill.com opinion international 4260225-what-did-hamas-actually-hope-to-achieve ,   What did Hamas actually hope to achieve?  ,2023-10-18
https: thehill.com opinion 4261892-criticism-of-house-gop-during-early-days-of-israel-hamas-war-is-misplaced ,   Criticism of House GOP during early days of Israel-Hamas war is misplaced  ,2023-10-18
https: thehill.com homenews campaign 4266162-hutchinson-says-he-would-use-military-force-against-hamas-as-president ,   Hutchinson says he’d ask Congress to authorize use of military force against Hamas as president  ,2023-10-19
https: thehill.com homenews administration 4266138-biden-antisemitism-islamophobia-israel-hamas-conflict ,"   Biden condemns antisemitism, Islamophobia amid Israel-Hamas conflict  ",2023-10-19
https: thehill.com policy international 4266108-biden-warns-hamas-against-blocking-aid-deliveries-to-palestinian-civilians ,   Biden warns Hamas against blocking aid deliveries to Palestinian civilians  ,2023-10-19
https: thehill.com homenews administration 4266079-biden-putin-hamas-oval-office-address ,"   Biden draws parallels between Putin, Hamas in Oval Office address  ",2023-10-19
https: thehill.com homenews administration 4265944-emhoff-meets-american-survivor-hamas-attacks ,   Emhoff meets with American survivor of Hamas attacks  ,2023-10-19
https: thehill.com business 4265344-hamas-money-laundering-worries-spark-new-u-s-crypto-rule ,   Hamas money laundering worries spark proposed new U.S. crypto rule  ,2023-10-19
https: thehill.com homenews administration 4264428-fbi-director-warns-of-increase-in-domestic-threat-reports-linked-to-israel-hamas-war ,   FBI director warns of increase in domestic threat reports linked to Israel-Hamas war  ,2023-10-19
https: thehill.com opinion international 4263231-hamas-might-have-killed-any-chance-for-palestinian-peace ,   Hamas might have killed any chance for Palestinian peace   ,2023-10-19
https: thehill.com policy international 4268123-haley-argues-returning-hostages-shows-hamas-trying-to-earn-favor ,   Haley argues return of hostages shows Hamas trying to ‘earn favor’ with US  ,2023-10-20
https: thehill.com policy international 4268117-americans-overwhelmingly-support-israel-in-war-with-hamas-poll ,   Americans overwhelmingly support Israel in war with Hamas: poll  ,2023-10-20
https: thehill.com policy international 4267971-justin-amash-says-family-members-killed-israel-gaza-airstrikes ,   Former lawmaker says family members killed in Israel-Hamas airstrikes  ,2023-10-20
https: thehill.com homenews administration 4267884-biden-speaks-americans-released-hamas-full-support-government ,"   Biden speaks with Americans released by Hamas, says they will have ‘full support’ of government  ",2023-10-20
https: thehill.com policy international 4267283-hamas-released-american-mother-d08hter-hostages-humanitarian-reasons ,"   Hamas releases American mother, d08hter hostages; Biden says efforts to secure others are ongoing  ",2023-10-20
https: thehill.com homenews administration 4266530-few-in-new-poll-say-biden-has-shown-too-much-support-for-israel-since-hamas-attack ,   Less than a quarter in poll say Biden has shown ‘too much support’ for Israel since Hamas attack  ,2023-10-20
https: thehill.com opinion international 4266489-hamas-is-an-occupying-force-blocking-peace-in-gaza ,   Hamas is an occupying force blocking peace in Gaza  ,2023-10-20
https: thehill.com opinion national-security 4265119-hamas-massacre-proves-without-a-doubt-that-iran-should-never-go-nuclear ,   Hamas massacre proves without a doubt that Iran should never go nuclear    ,2023-10-20
https: thehill.com opinion national-security 4265180-hold-hamas-and-all-of-its-enablers-accountable ,   Hold Hamas and all of its enablers accountable  ,2023-10-20
https: thehill.com homenews education 4265290-no-credibility-critics-foul-colleges-free-speech-israel-hamas-conflict ,   ‘No credibility’: Critics cry foul as colleges press for free speech amid Israel-Hamas conflict  ,2023-10-20
https: thehill.com homenews campaign 4268861-desantis-scott-vow-sanctions-on-colleges-students-hamas ,"   DeSantis, Scott vow sanctions on colleges, students over Hamas support  ",2023-10-21
https: thehill.com policy international 4268795-bolton-suggests-hamas-hostage-release-was-delay-tactic ,   Bolton suggests Hamas release of US hostages was simple a delay tactic  ,2023-10-21
https: thehill.com homenews sunday-talk-shows 4268723-sunday-shows-preview-speakers-gavel-still-up-for-grabs-israel-hamas-war-drags-on ,   Sunday shows preview: Speaker’s gavel still up for grabs; Israel-Hamas war drags on  ,2023-10-21
https: thehill.com policy international 4268454-biden-suggests-hamas-attack-related-increased-diplomacy-israel-saudi-arabia ,"   Biden suggests Hamas attack related to increased diplomacy between Israel, Saudi Arabia  ",2023-10-21
https: thehill.com policy international 4267110-israel-hamas-major-test-abraham-accords ,   Israel’s war on Hamas poses major test for US-led Abraham Accords  ,2023-10-21
https: thehill.com opinion congress-blog 4269946-israels-missile-defense-system-is-re03kable-but-it-is-not-enough-hamas-must-be-defeated ,"   Israel’s missile defense system is re03kable, but it is not enough: Hamas must be defeated   ",2023-10-22
https: thehill.com homenews sunday-talk-shows 4269674-pence-ground-invasion-gaza-necessary-eliminate-hamas ,   Pence says ground invasion into Gaza is necessary to eliminate Hamas  ,2023-10-22
https: thehill.com homenews senate 4269493-tim-scott-defends-saying-biden-has-blood-on-his-hands-in-wake-of-hamas-attack ,   Tim Scott defends saying Biden has ‘blood on his hands’ in wake of Hamas attack    ,2023-10-22
https: thehill.com opinion international 4268794-the-symbiotic-relationship-between-netanyahu-and-hamas ,   The symbiotic relationship between Netanyahu and Hamas  ,2023-10-22
https: thehill.com homenews administration 4269407-03garet-brennan-presses-blinken-over-us-not-calling-for-ceasefire-in-israel-hamas-war ,   03garet Brennan presses Blinken over US not calling for cease-fire in Israel-Hamas war  ,2023-10-22
https: thehill.com policy international 4269262-israel-increases-number-of-hostages-taken-by-hamas-to-212 ,   Israel increases number of hostages taken by Hamas to 212  ,2023-10-22
https: thehill.com blogs in-the-know 4271739-hundreds-of-hollywood-celebrities-praise-bidens-handling-of-israel-hamas-war ,   Hundreds of Hollywood celebrities praise Biden’s handling of Israel-Hamas war   ,2023-10-23
https: thehill.com newsletters defense-national-security 4271343-biden-israel-hamas-cease-fire-talks-wait-until-after-hostages-released ,   Biden: Israel-Hamas cease-fire talks wait until after hostages released  ,2023-10-23
https: thehill.com homenews administration 4271035-biden-says-we-can-talk-about-israel-hamas-ceasefire-after-hostages-are-released ,   Biden says ‘we can talk’ about Israel-Hamas cease-fire after hostages are released  ,2023-10-23
https: thehill.com policy international 4271038-hamas-releases-2-hostages-negotiations-israel-gaza ,   Hamas releases 2 more hostages amid intense negotiations  ,2023-10-23
https: thehill.com policy international 4270818-israeli-president-says-hamas-operative-had-instructions-for-cyanide-chemical-weapon ,   Israeli president says Hamas operative had instructions for cyanide chemical weapon  ,2023-10-23
https: thehill.com opinion international 4269507-poll-what-americans-really-think-about-the-israel-hamas-war ,   Poll: What Americans really think about the Israel-Hamas war   ,2023-10-23
https: thehill.com policy international 4273637-idf-spokesperson-hamas-hostage-release-psychological-warfare ,   IDF spokesperson: Hamas hostage release is ‘psychological warfare’    ,2023-10-24
https: thehill.com policy international 4272860-israel-un-chief-resignation-calls ,   Israel calls on UN chief to resign after call for cease-fire with Hamas  ,2023-10-24
https: thehill.com policy international 4272805-704-dead-airstrikes-gaza-israel-hamas ,"   704 dead in Israeli airstrikes on Gaza in past day, Hamas-run health ministry says  ",2023-10-24
https: thehill.com policy international 4272022-released-hostage-hamas-tunnel-network-spiderweb ,   Released hostage: Hamas tunnel network ‘looks like a spiderweb’  ,2023-10-24
https: thehill.com homenews house 4276005-these-democrats-voted-against-resolution-backing-israel ,"   These 9 Democrats voted against resolution backing Israel, condemning Hamas  ",2023-10-25
https: thehill.com homenews 4274799-joy-behar-rashida-tlaib-lies-like-trump-on-israel-hamas-conflict ,"   Joy Behar: Rashida Tlaib ‘lies like Trump’ on Israel, Hamas conflict   ",2023-10-25
https: thehill.com policy international 4274643-un-chief-says-re03ks-about-hamas-that-sparked-resignation-calls-were-misrepresented ,   UN chief says re03ks about Hamas that sparked resignation calls were misrepresented  ,2023-10-25
https: thehill.com opinion 4273883-mellman-do-palestinians-support-hamas-polls-paint-a-murky-picture ,   Mellman: Do Palestinians support Hamas? Polls paint a murky picture  ,2023-10-25
https: thehill.com policy international 4274202-hezbollah-leader-meets-with-top-hamas-palestinian-islamic-jihad-figures ,"   Hezbollah leader meets with top Hamas, Palestinian Islamic Jihad figures  ",2023-10-25
https: thehill.com homenews 4272964-us-shifts-tone-on-israel-hamas-war-as-potential-ground-invasion-looms ,   US shifts tone on Israel-Hamas war as potential ground invasion looms  ,2023-10-25
https: thehill.com homenews education 4273209-republicans-threaten-colleges-foreign-students-israel-hamas-war ,"   Republicans threaten colleges, foreign students over response to Israel-Hamas war  ",2023-10-25
https: thehill.com homenews 4273588-adl-surge-antisemitic-incidents-israel-hamas-war ,   ADL reports surge in antisemitic incidents amid Israel-Hamas war  ,2023-10-25
https: thehill.com homenews senate 4278302-us-israelis-travel-to-washington-to-plea-for-familys-release-from-hamas ,   US-Israelis travel to Washington to plea for family’s release from Hamas  ,2023-10-26
https: thehill.com homenews state-watch 4277526-us-authorities-warn-of-violent-extremists-and-lone-offenders-motivated-by-israel-hamas-conflict ,   US authorities warn of ‘violent extremists and lone offenders’ motivated by Israel-Hamas conflict  ,2023-10-26
https: thehill.com homenews 4277089-israeli-hostages-freed-from-hamas-set-to-deliver-re03ks-watch-live ,   Israeli hostages freed from Hamas set to deliver re03ks: Watch live  ,2023-10-26
https: thehill.com policy international 4276355-islamophobic-incidents-spike-since-eruption-of-israel-hamas-conflict ,   Islamophobic incidents spike since eruption of Israel-Hamas conflict: Advocacy group  ,2023-10-26
https: thehill.com opinion finance 4273988-hamas-just-learned-a-brutal-lesson-about-bitcoin-can-senators-also-learn-it ,   Hamas just learned a brutal lesson about bitcoin. Can senators also learn it?  ,2023-10-26
https: thehill.com policy international 4280245-us-among-14-countries-to-vote-against-un-resolution-on-israel-hamas-truce ,   US among 14 countries to vote against UN resolution on Israel-Hamas ‘truce’  ,2023-10-27
https: thehill.com opinion international 4279356-dont-let-hamas-derail-saudi-israeli-normalization ,   Don’t let Hamas derail Saudi-Israeli normalization  ,2023-10-27
https: thehill.com policy international 4279349-israel-ground-offensive-destroy-hamas-tunnels ,   Israel says ground offensive to destroy Hamas tunnels will be long and difficult  ,2023-10-27
https: thehill.com homenews administration 4279168-us-sanctions-hamas-funding ,   US unveils new sanctions in push to cut off funding for Hamas  ,2023-10-27
https: thehill.com homenews 4278346-on-israel-hamas-war-biden-goes-where-his-top-aides-wont ,"   On Israel-Hamas war, Biden goes where his top aides won’t   ",2023-10-27
https: thehill.com homenews campaign 4281378-desantis-no-moral-equivalence-israel-hamas ,"   DeSantis says there’s no ‘moral equivalence’ between Israel, Hamas  ",2023-10-28
https: thehill.com policy international 4281136-un-leader-repeats-calls-for-israel-hamas-cease-fire ,"   UN leader repeats calls for Israel-Hamas cease-fire, citing ‘unprecedented escalation’  ",2023-10-28
https: thehill.com policy defense 4280914-pompeo-predicts-israels-attacks-on-hamas-likely-to-last-months ,   Pompeo predicts Israel’s attacks on Hamas likely to last ‘months’  ,2023-10-28
https: thehill.com policy international 4279885-their-word-is-good-qatar-plays-complex-role-between-u-s-israel-and-hamas ,"   ‘Their word is good’: Qatar plays complex role between U.S., Israel and Hamas  ",2023-10-28
https: thehill.com homenews administration 4282795-biden-calls-harris-his-partner-in-responding-to-israel-hamas-war ,   Biden calls Harris his ‘partner’ in responding to Israel-Hamas war  ,2023-10-29
https: thehill.com policy international 4282390-netanyahu-apologizes-after-calling-out-intelligence-chiefs-over-hamas-attack ,   Netanyahu apologizes after calling out intelligence chiefs over Hamas attack  ,2023-10-29
https: thehill.com policy international 4282321-us-prepared-to-support-humanitarian-pause-in-effort-to-free-hostages-held-by-hamas ,   US ‘prepared’ to support humanitarian pause in effort to free hostages held by Hamas   ,2023-10-29
https: thehill.com policy international 4282227-retired-general-says-israels-mission-to-destroy-hamas-nearly-impossible ,   Retired general says Israel’s mission to destroy Hamas ‘nearly impossible’  ,2023-10-29
https: thehill.com policy international 4281946-republican-senator-says-its-a-reasonable-concern-that-families-of-hamas-hostages-wont-see-them-again ,   Republican senator says it’s a ‘reasonable concern’ that families of Hamas hostages won’t see them again  ,2023-10-29
https: thehill.com homenews administration 4281908-sullivan-on-israel-hamas-war-escalating-into-regional-conflict-risk-is-real ,   Sullivan on Israel-Hamas war escalating into regional conflict: ‘Risk is real’   ,2023-10-29
https: thehill.com policy international 4281905-us-blames-hamas-for-not-letting-american-citizens-out-of-gaza ,   US blames Hamas for not letting American citizens out of Gaza  ,2023-10-29
https: thehill.com homenews state-watch 4284468-nearly-80-of-respondents-say-they-worry-about-the-israel-hamas-conflict-leading-to-a-terrorist-attack-poll ,   Nearly 80 percent of respondents say they worry about the Israel-Hamas conflict leading to a terrorist attack: Poll  ,2023-10-30
https: thehill.com policy international 4283393-nearly-half-of-americans-sympathize-more-with-israelis-in-war-with-hamas-poll ,   Nearly half of Americans sympathize more with Israelis in war with Hamas: poll  ,2023-10-30
https: thehill.com policy international 4283675-israeli-soldier-hostage-hamas-freed ,   Israeli soldier held hostage by Hamas freed during ground operation  ,2023-10-30
https: thehill.com policy international 4286430-bolivia-cuts-diplomatic-ties-with-israel-over-hamas-war ,   Bolivia cuts diplomatic ties with Israel over Hamas war  ,2023-10-31
https: thehill.com homenews senate 4285958-biden-officials-warn-of-us-threats-hate-crimes-from-hamas-israel-war ,"   Biden officials warn of US threats, hate crimes amid Hamas-Israel war  ",2023-10-31
https: thehill.com homenews education 4285629-colleges-campus-safety-free-speech-israel-hamas-war ,"   Colleges face competing pressures on campus safety, free speech amid Israel-Hamas war  ",2023-10-31
https: thehill.com homenews administration 4285530-biden-support-arab-american-voters-plunges ,   Biden’s support among Arab American voters plunges since Israel-Hamas war  ,2023-10-31
https: thehill.com opinion national-security 4283905-what-the-west-can-and-must-learn-from-hamass-sneak-attack ,   What the West can and must learn from Hamas’s sneak attack   ,2023-10-31
https: thehill.com opinion congress-blog 4288296-congress-must-pass-these-measures-in-the-wake-of-israel-hamas-war ,   Congress must pass these measures in the wake of Israel-Hamas war  ,2023-11-01
https: thehill.com opinion international 4286557-to-be-pro-palestinian-you-must-be-anti-hamas ,"   To be pro-Palestinian, you must be anti-Hamas  ",2023-11-01
https: thehill.com policy international 4287215-reporters-without-borders-israel-hamas-gaza-journalist-deaths-international-criminal-court-investigation ,   Media group calls for investigation into deaths of 34 journalists in Israel-Hamas war  ,2023-11-01
https: thehill.com opinion international 4285173-voas-refusal-to-call-hamas-attackers-terrorists-helps-to-perpetuate-violence ,   VOA’s refusal to call Hamas attackers ‘terrorists’ helps to perpetuate violence  ,2023-11-01
https: thehill.com policy defense 4291280-israeli-military-enters-gaza-city-to-fight-main-hamas-forces ,   Israeli military enters Gaza City to fight main Hamas forces  ,2023-11-02
https: thehill.com policy international 4291248-house-approves-resolution-condemning-support-hamas-hezbollah-campuses ,"   House approves resolution condemning support of Hamas, Hezbollah on college campuses  ",2023-11-02
https: thehill.com homenews media 4290382-lachlan-murdoch-fox-news-israel-hamas-war ,   Lachlan Murdoch praises Fox News coverage of Israel-Hamas war   ,2023-11-02
https: thehill.com opinion international 4289486-qatar-and-hamas-when-a-mediator-negotiates-itself-out-of-a-job ,   Qatar and Hamas: When a mediator negotiates itself out of a job  ,2023-11-02
https: thehill.com opinion international 4288890-hamas-wrote-produced-and-directed-this-horror-show ,"   Hamas wrote, produced and directed this horror show  ",2023-11-02
https: thehill.com homenews house 4289726-pro-israel-group-targets-tlaib-israel-hamas-stance ,   Pro-Israel group targets Tlaib’s Israel-Hamas stance with new ad  ,2023-11-02
https: thehill.com homenews senate 4289462-durbin-israel-hamas-ceasefire-hostage-release ,   Durbin calls for Israel-Hamas cease-fire tied to hostage release  ,2023-11-02
https: thehill.com homenews campaign 4288202-biden-progressives-anger-over-israel-hamas-conflict ,   Biden faces mounting anger from progressives over Israel-Hamas conflict  ,2023-11-02
https: thehill.com policy defense 4293039-majority-of-voters-worried-drawn-into-israel-hamas-war ,   Majority of voters in new poll worried US could be drawn into Israel-Hamas war  ,2023-11-03
https: thehill.com policy international 4292765-israel-strike-ambulance-convoy-gaza ,   Israel says strike on ambulance convoy targeted Hamas; WHO chief ‘utterly shocked’  ,2023-11-03
https: thehill.com homenews house 4292250-mistake-democrat-vote-resolution-hamas-supporters-college-campuses ,   Democrat says he voted against resolution condemning Hamas supporters on campuses by mistake  ,2023-11-03
https: thehill.com newsletters 1230-report 4292159-pause-vs-cease-fire-in-israel-hamas-debate ,   ‘Pause’ vs. ‘cease-fire’ in Israel-Hamas debate  ,2023-11-03
https: thehill.com homenews 4291933-hezbollah-leader-threatens-escalate-israel-hamas-war ,   Hezbollah leader threatens to escalate Israel-Hamas war to protect Gaza  ,2023-11-03
https: thehill.com policy international 4291952-netanyahu-no-pause-in-war-without-hamas-releasing-hostages ,   Netanyahu: No pause in war without Hamas releasing hostages  ,2023-11-03
https: thehill.com homenews house 4293952-michigan-ag-calls-for-tlaib-to-retract-re03k-on-israel-hamas-conflict ,   Michigan AG calls for Tlaib to retract re03k on Israel-Hamas conflict   ,2023-11-04
https: thehill.com homenews campaign 4293735-scott-rips-tlaib-as-hamas-propaganda-machine ,   Scott rips Tlaib’s genocide re03k as part of ‘Hamas propaganda machine’  ,2023-11-04
https: thehill.com homenews media 4293652-obama-nobodys-hands-are-clean-amid-israel-hamas-conflict ,   Obama says ‘nobody’s hands are clean’ amid Israel-Hamas conflict  ,2023-11-04
https: thehill.com homenews campaign 4293455-burgum-biden-israel-hamas-war-qatar-support ,   Burgum says Biden ‘funding both sides’ of Israel-Hamas war with Qatar support  ,2023-11-04
https: thehill.com policy international 4293401-no-reports-of-hamas-blocking-seizing-humanitarian-aid-gaza ,"   No reports of Hamas blocking, seizing humanitarian aid to Gaza: US special envoy  ",2023-11-04
https: thehill.com homenews 4294837-families-of-israeli-hostages-taken-by-hamas-visit-d-c-to-plead-for-help ,   Families of Israeli hostages taken by Hamas visit D.C. to plead for help  ,2023-11-05
https: thehill.com homenews 4294510-03garet-brennan-presses-palestinian-ambassador-over-not-condemning-hamas ,   03garet Brennan presses Palestinian ambassador over not condemning Hamas  ,2023-11-05
https: thehill.com policy international 4294636-ukrainian-ambassador-says-world-cannot-lose-focus-in-one-place-or-another-in-wake-of-israel-hamas-war ,   Ukrainian ambassador says world cannot ‘lose focus in one place or another’ in wake of Israel-Hamas war    ,2023-11-05
https: thehill.com policy international 4294300-us-official-gives-no-indication-of-end-of-israel-hamas-war ,   US official gives no indication of end of Israel-Hamas war  ,2023-11-05
https: thehill.com opinion international 4292096-israel-is-more-committed-to-protecting-civilians-in-gaza-than-hamas-is ,   Israel is more committed to protecting civilians in Gaza than Hamas is   ,2023-11-05
https: thehill.com homenews 4296621-these-8-countries-have-pulled-ambassadors-from-israel-amid-hamas-war ,   These 8 countries have pulled ambassadors from Israel amid Hamas war  ,2023-11-06
https: thehill.com opinion international 4290980-the-medias-moral-blindness-over-hamas-is-showing-and-it-isnt-pretty ,"   The US media’s moral blindness over Hamas is showing, and it isn’t pretty  ",2023-11-06
https: thehill.com homenews senate 4298458-hawley-calls-tiktok-ban-israel-hamas ,   Hawley pens letter calling for TikTok ban amid Israel-Hamas war  ,2023-11-07
https: thehill.com homenews house 4298376-house-holds-bipartisan-vigil-03king-one-month-since-hamas-attack-on-israel ,   House holds bipartisan vigil 03king one month since Hamas attack on Israel  ,2023-11-07
https: thehill.com opinion international 4295601-human-sacrifice-is-central-to-hamass-strategy ,   Human sacrifice is central to Hamas’s strategy  ,2023-11-07
https: thehill.com homenews house 4297571-house-gop-leaders-pleas-families-hostages-hamas ,   House GOP leaders highlight pleas from families of hostages taken by Hamas  ,2023-11-07
https: thehill.com video-clips 4297321-house-gop-leaders-present-re03ks-alongside-families-of-hamas-hostages-watch-live ,   House GOP leaders present re03ks alongside families of Hamas hostages: Watch live  ,2023-11-07
https: thehill.com opinion international 4296326-hamass-10-7-birthday-gift-to-putin ,   Hamas’s 10. 7 birthday gift to Putin   ,2023-11-07
https: thehill.com homenews state-watch 4297071-jewish-man-dies-california-protests-israel-hamas-war ,   Jewish man dies after ‘physical altercation’ amid dueling California protests over Israel-Hamas war  ,2023-11-07
https: thehill.com opinion 4299596-mellman-to-protect-gaza-civilians-hamas-should-surrender ,   Mellman: To protect Gaza civilians Hamas should surrender   ,2023-11-08
https: thehill.com policy defense 4299376-americans-divided-over-israels-response-to-hamas-attack-survey ,   Americans divided over Israel’s response to Hamas attack: Survey  ,2023-11-08
https: thehill.com homenews media 4302401-news-outlets-deny-advance-knowledge-of-hamas-attack ,   News outlets deny advance knowledge of Hamas attack on Israel   ,2023-11-09
https: thehill.com policy international 4301973-israel-president-hamas-has-made-no-viable-proposal-on-hostages ,   Israel president: Hamas has made no ‘viable’ proposal on hostages  ,2023-11-09
https: thehill.com homenews state-watch 4301897-new-york-214-percent-increase-anti-jewish-hate-crimes-israel-hamas ,   NYPD reports 214-percent increase in anti-Jewish hate crimes amid Israel-Hamas war  ,2023-11-09
https: thehill.com homenews administration 4301591-almost-half-democrats-disapprove-biden-response-israel-hamas-war ,   Almost half of Democrats in new survey disapprove of Biden’s response to Israel-Hamas war  ,2023-11-09
https: thehill.com policy international 4304954-elon-musk-israel-thwart-hamas-with-acts-of-kindness ,   Elon Musk says Israel could thwart Hamas with ‘conspicuous acts of kindness’  ,2023-11-10
https: thehill.com policy international 4304780-biden-sultan-oman-israel-hamas-war-gaza ,   Biden speaks with sultan of Oman amid Israel-Hamas war  ,2023-11-10
https: thehill.com policy international 4304401-trump-israel-hamas-war-let-things-play-out ,   Trump on Israel-Hamas war: ‘Sometimes you have to let things play out’  ,2023-11-10
https: thehill.com homenews media 4304054-watchdog-raising-questions-israel-hamas-attack ,   Watchdog says it was just ‘raising questions’ about journalists regarding Hamas attack on Israel  ,2023-11-10
https: thehill.com policy international 4305790-idf-kills-hamas-commander ,   IDF claims it killed Hamas commander who held hospital patients hostage  ,2023-11-11
https: thehill.com policy international 4305328-nearly-half-of-gaza-home-have-been-destroyed-damaged-by-israel-hamas-conflict-un ,"   Nearly half of Gaza home have been destroyed, damaged by Israel-Hamas conflict: UN  ",2023-11-11
https: thehill.com policy international 4306175-sullivan-says-9-u-s-citizens-1-green-card-holder-missing-after-hamas-attack ,"   Sullivan says 9 U.S. citizens, 1 green card holder missing after Hamas attack  ",2023-11-12
https: thehill.com policy international 4305995-netanyahu-blame-for-civilian-loss-should-be-placed-squarely-on-hamas ,   Netanyahu: Blame for civilian loss ‘should be placed squarely on Hamas’  ,2023-11-12
https: thehill.com policy international 4308219-youre-next-if-israel-does-not-defeat-hamas-netanyahu-says ,"   ‘You’re next’ if Israel does not defeat Hamas, Netanyahu says  ",2023-11-13
https: thehill.com policy defense 4307092-israel-clashes-with-hamas-at-major-hospital ,   Israel clashes with Hamas at major hospital  ,2023-11-13
https: thehill.com policy international 4309563-israel-screens-hamas-attack-footage ,"   Israel screens Hamas attack footage to show brutality, counter cease-fire push  ",2023-11-14
https: thehill.com blogs blog-briefing-room 4309620-clinton-makes-case-against-cease-fire-in-hamas-must-go-op-ed ,   Hillary Clinton makes case against cease-fire in ‘Hamas must go’ op-ed  ,2023-11-14
https: thehill.com policy defense 4309367-pentagon-intelligence-hamas-gaza-hospitals ,   Pentagon says intelligence indicates Hamas militants operate out of Gaza hospitals  ,2023-11-14
https: thehill.com homenews house 4308864-johnson-describes-harrowing-video-of-hamas-atrocities-calls-for-senate-to-pass-israel-aid ,"   Johnson describes ‘harrowing’ video of Hamas atrocities, calls for Senate to pass Israel aid  ",2023-11-14
https: thehill.com policy international 4308758-red-cross-concerned-vulnerable-people-are-being-held-hostage-by-hamas ,   Red Cross concerned ‘vulnerable people’ are being held hostage by Hamas  ,2023-11-14
https: thehill.com policy international 4308503-gaza-hospital-is-nearly-a-cemetery-amid-israel-hamas-strikes ,   Gaza hospital is ‘nearly a cemetery’ amid Israel-Hamas strikes: World Health Organization  ,2023-11-14
https: thehill.com opinion international 4307211-eichmann-2-0-israel-must-try-hamas-survivors-for-their-crimes-against-humanity ,   Eichmann 2.0: Israel must try Hamas terrorists for their crimes against humanity  ,2023-11-14
https: thehill.com policy international 4312289-biden-defends-israel-incursion-into-al-shifa-hospital-against-hamas-headquarters ,   Biden defends Israel incursion into al-Shifa hospital against Hamas ‘headquarters’  ,2023-11-15
https: thehill.com policy international 4312295-hostages-04-be-freed-under-possible-hamas-israel-deal-report ,   Dozens of hostages 04 be freed under possible Hamas-Israel deal: Report  ,2023-11-15
https: thehill.com newsletters defense-national-security 4312144-israel-raids-hospital-accused-of-acting-as-hamas-base ,   Israel raids hospital accused of acting as Hamas base  ,2023-11-15
https: thehill.com business 4311714-wall-street-analysts-fired-over-antisemitic-incident-involved-hamas-israel-war ,   Wall Street analyst fired over ‘antisemitic incident’ involved Hamas-Israel war  ,2023-11-15
https: thehill.com homenews house 4311472-israel-hamas-war-has-sharpened-the-focus-of-us-terror-threats-biden-officials ,   Israel-Hamas war has ‘sharpened the focus’ of US terror threats: Biden officials   ,2023-11-15
https: thehill.com opinion international 4311335-hamas-is-murdering-palestinian-babies-in-gaza-hospitals ,   Hamas is murdering Palestinian babies in Gaza hospitals  ,2023-11-15
https: thehill.com policy international 4310719-un-adds-immediate-humanitarian-pauses-to-latest-israel-hamas-resolution ,   UN adds ‘immediate’ humanitarian pauses to latest Israel-Hamas resolution  ,2023-11-15
https: thehill.com opinion international 4308995-obliterating-hamas-is-the-easy-part-long-term-peace-is-the-true-battle ,   Defeating Hamas is the easy part. Lasting peace is the critical goal.  ,2023-11-15
https: thehill.com opinion international 4308766-does-hamas-even-understand-its-own-hostage-endgame ,   The true price of Hamas’s hostage endgame  ,2023-11-15
https: thehill.com policy defense 4313567-former-defense-chief-eradicate-hamas-iran-must-be-confronted-once-and-for-all ,"   Former Defense chief says to eradicate Hamas, Iran must be confronted ‘once and for all’   ",2023-11-16
https: thehill.com homenews campaign 4313131-desantis-pledges-to-strip-un-funding-after-latest-israel-hamas-resolution-passes ,   DeSantis pledges to strip UN funding after latest Israel-Hamas resolution passes  ,2023-11-16
https: thehill.com homenews state-watch 4313095-boston-protestors-block-traffic-bridge-while-calling-for-warren-to-back-israel-hamas-cease-fire ,   Boston protestors block traffic bridge while calling for Warren to back Israel-Hamas cease-fire  ,2023-11-16
https: thehill.com opinion finance 4311193-treat-hamas-like-isis-use-financial-warfare-to-crush-them ,   Treat Hamas like ISIS: Use financial warfare to crush them  ,2023-11-16
https: thehill.com policy defense 4312812-white-house-intense-negotiations-taking-place-to-free-hamas-hostages-but-no-deal-yet ,"   White House: ‘Intense negotiations’ taking place to free Hamas hostages, but ‘no deal’ yet  ",2023-11-16
https: thehill.com opinion international 4310904-the-qatar-catch-22-will-its-hamas-relations-harm-or-aid-hostage-recovery ,   Can Qatar navigate fr08ht hostage negotiations with Hamas?  ,2023-11-16
